level,cohortId,rank,id,nameFr,distanceScore
displayCategory,poissons_fruits_mer,5,poissons-fruits-mer-oysters,"Huîtres de l’Est d’élevage, crues",0.422
displayCategory,viandes_volaille,1,viandes-volaille-turkey-bacon,Bacon de dinde cuit,0.7244
displayCategory,viandes_volaille,2,viandes-volaille-bacon-cooked,Bacon de porc cuit au four,0.5228
displayCategory,viandes_volaille,3,viandes-volaille-natural-beef-jerky,Jerky de bœuf haché et formé,0.5179
displayCategory,viandes_volaille,4,viandes-volaille-regular-ground-beef,"Bœuf haché régulier, émietté et sauté, non rincé",0.5134
displayCategory,viandes_volaille,5,viandes-volaille-beef-ribeye-steak,"Bifteck de faux-filet de bœuf, maigre et gras, grillé",0.3841
displayCategory,autres_sources_proteinees,1,autres-sources-proteinees-performance-protein-bar,Barre protéinée Quest Chocolate Brownie,1.4398
displayCategory,autres_sources_proteinees,2,autres-sources-proteinees-fermented-natto,Natto de soya fermenté,0.9908
displayCategory,autres_sources_proteinees,3,autres-sources-proteinees-seitan,Rôti de seitan GUSTA Classico,0.8255
displayCategory,autres_sources_proteinees,4,autres-sources-proteinees-cooked-tempeh,Tempeh cuit,0.7962
displayCategory,autres_sources_proteinees,5,autres-sources-proteinees-tempeh,Tempeh fermenté,0.7491
displayCategory,feculents,1,feculents-cooked-legumes,"Pois chiches mûrs, bouillis",1.164
displayCategory,feculents,2,feculents-cooked-black-beans,"Haricots noirs mûrs, bouillis",1.1021
displayCategory,feculents,3,feculents-cooked-beluga-lentils,"Lentilles mûres, bouillies",0.7736
displayCategory,feculents,4,feculents-rolled-oats-uncooked,Avoine sèche,0.731
displayCategory,feculents,5,feculents-rolled-oats,"Gruau instantané nature, préparé",0.5967
displayCategory,produits_laitiers,1,produits-laitiers-rice-beverage-unsweetened,"Boisson de riz nature non sucrée, enrichie",1.1038
displayCategory,produits_laitiers,2,produits-laitiers-whole-milk,"Lait entier homogénéisé 3,25 % M.G.",0.9018
displayCategory,produits_laitiers,3,produits-laitiers-goat-milk-whole,"Lait de chèvre entier 3,25 % M.G., enrichi",0.8437
displayCategory,produits_laitiers,4,produits-laitiers-soy-beverage-vanilla,"Boisson de soya à la vanille, enrichie",0.7554
displayCategory,produits_laitiers,5,produits-laitiers-greek-yogurt-fat-free-fruit,Yogourt grec aux fruits sans gras,0.6326
exchangeProfileId,dairy-alternative-almond-unsweetened,1,produits-laitiers-cup-plain-almond-barley-rice-beverage,"Boisson d’amandes nature non sucrée, enrichie",0
exchangeProfileId,dairy-alternative-almond-vanilla,1,produits-laitiers-cup-vanilla-almond-barley-rice-beverage,"Boisson d’amandes à la vanille non sucrée, enrichie",0
exchangeProfileId,dairy-alternative-oat-quinoa,1,produits-laitiers-oat-quinoa-beverage-unsweetened,"Boisson d’avoine et de quinoa non sucrée, enrichie",0
exchangeProfileId,dairy-alternative-rice-unsweetened,1,produits-laitiers-rice-beverage-unsweetened,"Boisson de riz nature non sucrée, enrichie",0
exchangeProfileId,dairy-alternative-soy-unsweetened,1,produits-laitiers-cup-soy-beverage,"Boisson de soya nature non sucrée, enrichie",0
exchangeProfileId,dairy-alternative-soy-vanilla,1,produits-laitiers-soy-beverage-vanilla,"Boisson de soya à la vanille, enrichie",0
exchangeProfileId,dairy-cheese-6-percent,1,produits-laitiers-le-six-pourcent-cheese,"Fromage à teneur réduite en calories, 6 % M.G.",0
exchangeProfileId,dairy-cheese-allegro-9,1,produits-laitiers-allegro-9-cheese,Fromage Allégro 9 % blanc,0
exchangeProfileId,dairy-cheese-swiss-light,1,produits-laitiers-light-swiss-cheese-cogruet,Fromage suisse léger,0
exchangeProfileId,dairy-cottage-1,1,produits-laitiers-cottage-cheese,Fromage cottage 1 % M.G.,0
exchangeProfileId,dairy-cottage-2,1,produits-laitiers-cottage-cheese-2,Fromage cottage 2 % M.G.,0
exchangeProfileId,dairy-filtered-milk-fairlife-2,1,produits-laitiers-high-protein-filtered-milk,Lait ultrafiltré fairlife 2 %,0
exchangeProfileId,dairy-goat-milk-whole,1,produits-laitiers-goat-milk-whole,"Lait de chèvre entier 3,25 % M.G., enrichi",0
exchangeProfileId,dairy-greek-yogurt-0,1,produits-laitiers-plain-greek-yogurt,Yogourt grec nature sans gras,0
exchangeProfileId,dairy-greek-yogurt-2,1,produits-laitiers-greek-yogurt,Yogourt grec nature 2 % M.G.,0
exchangeProfileId,dairy-greek-yogurt-fruit-0,1,produits-laitiers-greek-yogurt-fat-free-fruit,Yogourt grec aux fruits sans gras,0
exchangeProfileId,dairy-high-protein-chocolate-milk,1,produits-laitiers-protein-chocolate-milk,Lait Natrel Plus chocolat 1 % sans lactose,0
exchangeProfileId,dairy-high-protein-milk-natrel-2,1,produits-laitiers-natrel-plus-2,Lait Natrel Plus 2 % sans lactose,0
exchangeProfileId,dairy-kefir-fruit-low-fat,1,produits-laitiers-kefir-fruit-low-fat,Kéfir aux fruits faible en gras,0
exchangeProfileId,dairy-kefir-plain-low-fat,1,produits-laitiers-plain-or-fruit-kefir,Kéfir nature faible en gras,0
exchangeProfileId,dairy-milk-2,1,produits-laitiers-cup-1-2-milk,Lait 2 % M.G.,0
exchangeProfileId,dairy-milk-skim,1,produits-laitiers-skim-milk,"Lait écrémé 0,1 % M.G.",0
exchangeProfileId,dairy-milk-whole,1,produits-laitiers-whole-milk,"Lait entier homogénéisé 3,25 % M.G.",0
exchangeProfileId,dairy-protein-shake-core-power-26,1,produits-laitiers-bottle-core-power-fairlife,"Boisson Core Power fairlife chocolat, 26 g de protéines",0
exchangeProfileId,dairy-quark-fat-free,1,produits-laitiers-quark-fat-free-plain,"Fromage frais de type quark, nature, sans gras et non salé",0
exchangeProfileId,dairy-ricotta-light,1,produits-laitiers-partly-skimmed-ricotta,Ricotta légère,0
exchangeProfileId,dairy-skyr-0,1,produits-laitiers-plain-skyr,Skyr siggi’s nature 0 %,0
exchangeProfileId,dairy-yogurt-fat-free-plain,1,produits-laitiers-yogurt-fat-free-plain,"Yogourt nature sans gras, 0 à 0,5 % M.G.",0
exchangeProfileId,dairy-yogurt-low-fat-plain,1,produits-laitiers-2-yogurt-no-added-sugar,"Yogourt nature faible en gras, 0,5 à 1,9 % M.G.",0
exchangeProfileId,fat-avocado,1,matieres-grasses-avocado,"Avocat cru, toutes variétés commerciales",0
exchangeProfileId,fat-butter-spread,1,matieres-grasses-non-hydrogenated-canola-margarine,Margarine molle non hydrogénée à l’huile de canola,0.01
exchangeProfileId,fat-butter-spread,2,matieres-grasses-non-hydrogenated-margarine-or-butter,Beurre salé,0
exchangeProfileId,fat-butter-spread,3,matieres-grasses-unsalted-butter,Beurre sans sel,0
exchangeProfileId,fat-cheese,1,matieres-grasses-cream-cheese-plain,"Produit de fromage à la crème, nature",0.1825
exchangeProfileId,fat-cheese,2,matieres-grasses-mozzarella-cheese,"Fromage mozzarella, 25 % M.G.",0.0629
exchangeProfileId,fat-cheese,3,matieres-grasses-cheddar-mozzarella-cream-cheese,Fromage cheddar doux,0.0542
exchangeProfileId,fat-chocolate,1,matieres-grasses-square-dark-chocolate-70,"Chocolat noir, 70 à 85 % de cacao",0.053
exchangeProfileId,fat-chocolate,2,matieres-grasses-dark-chocolate-60-69,"Chocolat noir, 60 à 69 % de cacao",0.053
exchangeProfileId,fat-coconut,1,noix-graines-shredded-coconut,"Noix de coco desséchée, non sucrée",0
exchangeProfileId,fat-dressing,1,matieres-grasses-vegetable-oil-based-vinaigrette,Vinaigrette maison à l’huile et au vinaigre,0
exchangeProfileId,fat-egg,1,matieres-grasses-egg-yolks,"Jaune d’œuf de poule, cuit",0.11
exchangeProfileId,fat-egg,2,matieres-grasses-whole-egg,"Œuf de poule entier, cuit dur",0.11
exchangeProfileId,fat-fish-oil,1,matieres-grasses-fish-oil,Huile de foie de morue,0
exchangeProfileId,fat-legume-spread,1,noix-graines-hummus,Houmous commercial,0
exchangeProfileId,fat-mayonnaise,1,matieres-grasses-mayonnaise,Mayonnaise régulière,0.0617
exchangeProfileId,fat-mayonnaise,2,matieres-grasses-reduced-fat-mayonnaise,Mayonnaise à teneur réduite en gras,0.0617
exchangeProfileId,fat-mct-oil,1,matieres-grasses-mct-oil,Huile MCT NOW Foods (C8/C10),0
exchangeProfileId,fat-mixed-nuts,1,noix-graines-mixed-nuts-dry-roasted-unsalted,"Noix mélangées avec arachides, rôties à sec, sans sel ajouté",0
exchangeProfileId,fat-nut-butter,1,noix-graines-natural-cashew-butter,Beurre de cajou nature,0.1298
exchangeProfileId,fat-nut-butter,2,noix-graines-almond-butter-plain,Beurre d’amandes nature,0.0752
exchangeProfileId,fat-nut-butter,3,noix-graines-peanut-almond-butter,Beurre d’arachide naturel,0.0371
exchangeProfileId,fat-nut-seed,1,noix-graines-macadamia-nuts,Noix de macadamia crues,0.3552
exchangeProfileId,fat-nut-seed,2,noix-graines-cashews,"Noix de cajou crues, non salées",0.2066
exchangeProfileId,fat-nut-seed,3,noix-graines-hazelnuts-dried,"Noisettes séchées, non blanchies",0.1936
exchangeProfileId,fat-nut-seed,4,noix-graines-dehydrated-pine-nuts,Pignons de pin séchés,0.183
exchangeProfileId,fat-nut-seed,5,noix-graines-oil-roasted-pecans,Pacanes rôties à l’huile,0.1714
exchangeProfileId,fat-oil,1,matieres-grasses-avocado-oil,Huile d’avocat,0.012
exchangeProfileId,fat-oil,2,matieres-grasses-canola-oil,Huile de canola,0.012
exchangeProfileId,fat-oil,3,matieres-grasses-peanut-oil,Huile d’arachide,0.0065
exchangeProfileId,fat-oil,4,matieres-grasses-vegetable-oil,Huile d’olive,0.0065
exchangeProfileId,fat-oil,5,matieres-grasses-virgin-coconut-oil,Huile de noix de coco,0
exchangeProfileId,fat-olive,1,matieres-grasses-olives-1-6-2-cm,"Olives noires mûres, en conserve",0.0753
exchangeProfileId,fat-olive,2,matieres-grasses-green-olives,"Olives vertes marinées, en conserve ou en bouteille",0.0753
exchangeProfileId,fat-seed,1,noix-graines-oil-roasted-sunflower-seeds,"Graines de tournesol décortiquées, rôties à l’huile",0.1595
exchangeProfileId,fat-seed,2,noix-graines-sesame-seeds,"Graines de sésame décortiquées, séchées",0.1415
exchangeProfileId,fat-seed,3,noix-graines-hemp-seeds,Graines de chanvre décortiquées,0.0533
exchangeProfileId,fat-seed,4,noix-graines-roasted-pumpkin-seeds,"Graines de citrouille et de courge décortiquées, rôties",0.0273
exchangeProfileId,fat-seed,5,noix-graines-pumpkin-seeds-dried,"Graines de citrouille et de courge décortiquées, séchées",0.0136
exchangeProfileId,fat-seed-butter,1,noix-graines-sunflower-seed-butter,Beurre de graines de tournesol,0.0622
exchangeProfileId,fat-seed-butter,2,noix-graines-tahini,Tahini de graines de sésame rôties,0.0622
exchangeProfileId,fat-seed-high-fibre,1,noix-graines-ground-chia-seeds,"Graines de chia séchées, moulues ou entières",0.2047
exchangeProfileId,fat-seed-high-fibre,2,noix-graines-ground-flax-seeds,Graines de lin moulues,0.2047
exchangeProfileId,fruit-standard,1,fruits-raspberries,"Framboises fraîches, crues",0.7959
exchangeProfileId,fruit-standard,2,fruits-blackberries,"Mûres fraîches, crues",0.7822
exchangeProfileId,fruit-standard,3,fruits-dried-goji-berries,Baies de goji séchées,0.3023
exchangeProfileId,fruit-standard,4,fruits-pineapple-juice-100-pure-no-added-sugar,"Jus d'ananas 100 % pur, sans sucre ajouté",0.2707
exchangeProfileId,fruit-standard,5,fruits-strawberries,"Fraises fraîches, crues",0.2606
exchangeProfileId,protein-bar-high-fibre,1,autres-sources-proteinees-performance-protein-bar,Barre protéinée Quest Chocolate Brownie,0
exchangeProfileId,protein-beef-fatty-steak,1,viandes-volaille-beef-ribeye-steak,"Bifteck de faux-filet de bœuf, maigre et gras, grillé",0
exchangeProfileId,protein-beef-isolate,1,autres-sources-proteinees-scoop-beef-protein-isolate,Isolat de protéine de bœuf MuscleMeds Carnivor chocolat,0
exchangeProfileId,protein-beef-lean-steak,1,viandes-volaille-beef-tenderloin-steak,"Bifteck de filet de bœuf maigre, grillé",0.0494
exchangeProfileId,protein-beef-lean-steak,2,viandes-volaille-extra-lean-sirloin-steak,"Bifteck de haut de surlonge maigre, grillé",0.0494
exchangeProfileId,protein-beef-standard,1,viandes-volaille-beef,"Bœuf, coupes diverses, cuit",0
exchangeProfileId,protein-canned-chicken,1,viandes-volaille-canned-chicken-in-water-drained,"Poulet en conserve, sans bouillon",0
exchangeProfileId,protein-canned-fish,1,poissons-fruits-mer-canned-light-tuna-oil,"Thon pâle en conserve dans l’huile, égoutté, sans sel ajouté",0.1181
exchangeProfileId,protein-canned-fish,2,poissons-fruits-mer-canned-pink-salmon,"Saumon rose en conserve, égoutté, sans peau ni arêtes",0.1181
exchangeProfileId,protein-canned-fish-lean,1,poissons-fruits-mer-canned-white-tuna-water,"Thon blanc en conserve dans l’eau, égoutté, sans sel ajouté",0.0641
exchangeProfileId,protein-canned-fish-lean,2,poissons-fruits-mer-canned-tuna-in-water-drained,"Thon pâle en conserve dans l’eau, égoutté, sans sel ajouté",0.0641
exchangeProfileId,protein-casein-micellar,1,autres-sources-proteinees-scoop-micellar-casein,"Caséine micellaire Optimum Nutrition Gold Standard, chocolat-arachide",0
exchangeProfileId,protein-chicken-dark-meat,1,viandes-volaille-chicken-thigh,"Haut de cuisse de poulet, viande seulement, rôti",0.0494
exchangeProfileId,protein-chicken-dark-meat,2,viandes-volaille-chicken-drumstick,"Pilon de poulet, viande seulement, rôti",0.0494
exchangeProfileId,protein-chicken-with-skin,1,viandes-volaille-chicken-thigh-with-skin,"Haut de cuisse de poulet, viande et peau, rôti",0
exchangeProfileId,protein-collagen-incomplete,1,autres-sources-proteinees-hydrolyzed-collagen,"Peptides de collagène Vital Proteins, sans saveur",0
exchangeProfileId,protein-deli-ham,1,viandes-volaille-deli-meats,"Jambon cuit, tranché",0
exchangeProfileId,protein-duck,1,viandes-volaille-duck,"Canard domestique, viande seulement, rôti",0
exchangeProfileId,protein-egg-substitute-powder,1,autres-sources-proteinees-egg-substitute-powder,Substitut d’œuf en poudre,0
exchangeProfileId,protein-egg-white-cooked,1,autres-sources-proteinees-egg-whites,Blancs d’œufs de poule cuits,0
exchangeProfileId,protein-egg-white-wrap,1,autres-sources-proteinees-egglife-wrap,Wraps de blancs d’œufs Egglife Original,0
exchangeProfileId,protein-fat-soy-nut,1,noix-graines-roasted-soy-nuts-unsalted,"Noix de soya rôties, non salées",0
exchangeProfileId,protein-fatty-fish,1,poissons-fruits-mer-sockeye-salmon,Saumon sockeye cuit au four ou grillé,0.1708
exchangeProfileId,protein-fatty-fish,2,poissons-fruits-mer-mackerel,Maquereau bleu cuit au four ou grillé,0.1635
exchangeProfileId,protein-fatty-fish,3,poissons-fruits-mer-rainbow-trout,Truite arc-en-ciel d’élevage cuite au four ou grillée,0.1126
exchangeProfileId,protein-fatty-fish,4,poissons-fruits-mer-eel,Anguille cuite au four ou grillée,0.0913
exchangeProfileId,protein-fatty-fish,5,poissons-fruits-mer-canned-anchovies-in-water,"Anchois européens en conserve dans l’huile d’olive, égouttés",0.0785
exchangeProfileId,protein-fish-moderate-fat,1,poissons-fruits-mer-sea-bass,Bar de mer cuit au four ou grillé,0.1316
exchangeProfileId,protein-fish-moderate-fat,2,poissons-fruits-mer-swordfish,Espadon cuit au four ou grillé,0.1316
exchangeProfileId,protein-game-lean,1,viandes-volaille-rabbit,Lapin domestique rôti,0.1979
exchangeProfileId,protein-game-lean,2,viandes-volaille-moose,Orignal rôti,0.1225
exchangeProfileId,protein-game-lean,3,viandes-volaille-horse,Cheval rôti,0.1194
exchangeProfileId,protein-game-lean,4,viandes-volaille-elk,Wapiti rôti,0.0542
exchangeProfileId,protein-game-lean,5,viandes-volaille-bison,Bison rôti,0.0529
exchangeProfileId,protein-ground-beef-extra-lean,1,viandes-volaille-extra-lean-ground-beef,"Bœuf haché extra-maigre, émietté et sauté",0
exchangeProfileId,protein-ground-beef-lean,1,viandes-volaille-lean-ground-beef,"Bœuf haché maigre, émietté et sauté",0
exchangeProfileId,protein-ground-beef-medium,1,viandes-volaille-medium-ground-beef,"Bœuf haché mi-maigre, émietté et sauté",0
exchangeProfileId,protein-ground-beef-regular,1,viandes-volaille-regular-ground-beef,"Bœuf haché régulier, émietté et sauté, non rincé",0
exchangeProfileId,protein-ground-poultry,1,viandes-volaille-ground-turkey,"Dinde hachée, cuite",0.0442
exchangeProfileId,protein-ground-poultry,2,viandes-volaille-lean-ground-chicken,"Poulet haché maigre, cuit",0.0442
exchangeProfileId,protein-ground-veal,1,viandes-volaille-ground-veal,"Veau haché, grillé",0
exchangeProfileId,protein-jerky,1,viandes-volaille-natural-beef-jerky,Jerky de bœuf haché et formé,0
exchangeProfileId,protein-lamb,1,viandes-volaille-lamb,"Jarret d’agneau canadien maigre, braisé",0
exchangeProfileId,protein-lean-animal,1,viandes-volaille-chicken-breast,"Poitrine de poulet désossée, sans peau, viande seulement, cuite/rôtie, sans huile ajoutée",0
exchangeProfileId,protein-lean-fish,1,poissons-fruits-mer-sole,"Poisson plat (sole, plie ou flet) cuit au four ou grillé",0.1721
exchangeProfileId,protein-lean-fish,2,poissons-fruits-mer-turbot,Turbot européen cuit au four ou grillé,0.1649
exchangeProfileId,protein-lean-fish,3,poissons-fruits-mer-tilapia,Tilapia cuit au four ou grillé,0.1407
exchangeProfileId,protein-lean-fish,4,poissons-fruits-mer-tuna,Thon à nageoires jaunes cuit au four ou grillé,0.1102
exchangeProfileId,protein-lean-fish,5,poissons-fruits-mer-haddock,Aiglefin cuit au four ou grillé,0.0829
exchangeProfileId,protein-liquid-egg-white,1,autres-sources-proteinees-liquid-egg-whites-burnbrae,Blancs d’œufs liquides Naturegg Simply Egg Whites Free Run,0
exchangeProfileId,protein-mollusk,1,poissons-fruits-mer-oysters,"Huîtres de l’Est d’élevage, crues",0.2826
exchangeProfileId,protein-mollusk,2,poissons-fruits-mer-mussels,Moules bleues bouillies ou cuites à la vapeur,0.2006
exchangeProfileId,protein-mollusk,3,poissons-fruits-mer-canned-clams,"Palourdes en conserve, solides égouttés",0.0037
exchangeProfileId,protein-mollusk-lean,1,poissons-fruits-mer-octopus,Poulpe bouilli ou cuit à la vapeur,0.2173
exchangeProfileId,protein-mollusk-lean,2,poissons-fruits-mer-snail,"Escargot cru, chair comestible",0.1345
exchangeProfileId,protein-mollusk-lean,3,poissons-fruits-mer-scallop,Pétoncles cuits à la vapeur,0.04
exchangeProfileId,protein-natto,1,autres-sources-proteinees-fermented-natto,Natto de soya fermenté,0
exchangeProfileId,protein-pea-isolate,1,autres-sources-proteinees-now-pea-protein-vanilla-toffee,"Protéine de pois NOW Sports, vanille caramel",0
exchangeProfileId,protein-plant-edamame,1,noix-graines-cup-soybeans-or-edamame,Edamames bouillis et égouttés,0
exchangeProfileId,protein-plant-soy-generic,1,autres-sources-proteinees-scoop-plant-protein,"Poudre protéinée végétale à base de soya, profil CNF",0
exchangeProfileId,protein-pork-lean,1,viandes-volaille-pork-centre-chop,"Côtelette de porc du centre, maigre, grillée",0.0987
exchangeProfileId,protein-pork-lean,2,viandes-volaille-pork-tenderloin,"Filet de porc maigre, rôti",0.0987
exchangeProfileId,protein-pork-ribs,1,viandes-volaille-pork,"Côtes de dos de porc, maigre et gras, rôties",0
exchangeProfileId,protein-pork-standard,1,viandes-volaille-pork-shoulder,"Épaule de porc, palette, maigre, braisée",0
exchangeProfileId,protein-powdered-peanut,1,autres-sources-proteinees-5-tbsp-pb2,PB2 Original en poudre,0
exchangeProfileId,protein-processed-meat-high-fat,1,viandes-volaille-bacon-cooked,Bacon de porc cuit au four,0.2068
exchangeProfileId,protein-processed-meat-high-fat,2,viandes-volaille-sausage,"Saucisse italienne de porc, cuite",0.2068
exchangeProfileId,protein-processed-poultry,1,viandes-volaille-turkey-bacon,Bacon de dinde cuit,0
exchangeProfileId,protein-processed-seafood,1,poissons-fruits-mer-surimi,Surimi de poisson,0
exchangeProfileId,protein-ready-to-drink,1,autres-sources-proteinees-core-power-fairlife,"fairlife Core Power Elite chocolat, 42 g de protéines, bouteille 414 ml",0.0325
exchangeProfileId,protein-ready-to-drink,2,autres-sources-proteinees-core-power-fairlife-elite-vanilla-42g,"fairlife Core Power Elite vanille, 42 g de protéines, bouteille 414 ml",0.0325
exchangeProfileId,protein-rice,1,autres-sources-proteinees-now-sprouted-brown-rice-protein,Protéine de riz brun germé NOW Sports,0
exchangeProfileId,protein-rtd-muscle-milk,1,autres-sources-proteinees-ready-to-drink-protein-shake,"Boisson protéinée Muscle Milk chocolat, prête à boire",0
exchangeProfileId,protein-rtd-premier,1,autres-sources-proteinees-premier-protein-chocolate-peanut-butter,Boisson Premier Protein chocolat-arachide,0
exchangeProfileId,protein-seafood-specialty,1,poissons-fruits-mer-caviar,"Caviar noir ou rouge, granuleux",0
exchangeProfileId,protein-seitan-branded,1,autres-sources-proteinees-seitan,Rôti de seitan GUSTA Classico,0
exchangeProfileId,protein-shellfish-lean,1,poissons-fruits-mer-lobster,Homard d’Amérique bouilli ou cuit à la vapeur,0.1092
exchangeProfileId,protein-shellfish-lean,2,poissons-fruits-mer-shrimp,Crevettes bouillies ou cuites à la vapeur,0.0527
exchangeProfileId,protein-shellfish-lean,3,poissons-fruits-mer-crab,Crabe des neiges bouilli ou cuit à la vapeur,0.0078
exchangeProfileId,protein-smoked-fish,1,poissons-fruits-mer-smoked-chinook-salmon,Saumon quinnat fumé,0
exchangeProfileId,protein-smoked-turkey,1,viandes-volaille-extra-lean-smoked-turkey,"Dinde fumée cuite, sans peau ni os",0
exchangeProfileId,protein-soy-isolate,1,autres-sources-proteinees-soy-protein-isolate,Isolat de protéine de soya préparé avec sodium,0
exchangeProfileId,protein-tempeh,1,autres-sources-proteinees-tempeh,Tempeh fermenté,0
exchangeProfileId,protein-tempeh-cooked,1,autres-sources-proteinees-cooked-tempeh,Tempeh cuit,0
exchangeProfileId,protein-tofu-extra-firm,1,autres-sources-proteinees-extra-firm-tofu,Tofu régulier ferme ou extra-ferme,0
exchangeProfileId,protein-tofu-firm,1,autres-sources-proteinees-firm-tofu,Tofu régulier ferme préparé avec sulfate de calcium,0
exchangeProfileId,protein-tofu-silken-firm,1,autres-sources-proteinees-silken-firm-tofu,"Tofu soyeux ferme, longue conservation",0
